id,obligation_id,title,jurisdiction_level,jurisdiction,state,county,city,category,date,frequency,notes,sources,created_at,updated_at
10815,mo-greene-springfield-business-license,Business License Renewal - Springfield,municipal,Springfield,MO,Greene,Springfield,Business License,2025-12-31,Annual,"Annual business license renewal for Springfield, Greene County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10816,mo-greene-springfield-property-tax,Property Tax Payment - Springfield,municipal,Springfield,MO,Greene,Springfield,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Springfield, Greene County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10817,mo-greene-republic-business-license,Business License Renewal - Republic,municipal,Republic,MO,Greene,Republic,Business License,2025-12-31,Annual,"Annual business license renewal for Republic, Greene County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10818,mo-greene-republic-property-tax,Property Tax Payment - Republic,municipal,Republic,MO,Greene,Republic,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Republic, Greene County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10819,mo-greene-nixa-business-license,Business License Renewal - Nixa,municipal,Nixa,MO,Greene,Nixa,Business License,2025-12-31,Annual,"Annual business license renewal for Nixa, Greene County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10820,mo-greene-nixa-property-tax,Property Tax Payment - Nixa,municipal,Nixa,MO,Greene,Nixa,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Nixa, Greene County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10821,mo-greene-ozark-business-license,Business License Renewal - Ozark,municipal,Ozark,MO,Greene,Ozark,Business License,2025-12-31,Annual,"Annual business license renewal for Ozark, Greene County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10822,mo-greene-ozark-property-tax,Property Tax Payment - Ozark,municipal,Ozark,MO,Greene,Ozark,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Ozark, Greene County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10823,mo-greene-battlefield-business-license,Business License Renewal - Battlefield,municipal,Battlefield,MO,Greene,Battlefield,Business License,2025-12-31,Annual,"Annual business license renewal for Battlefield, Greene County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10824,mo-greene-battlefield-property-tax,Property Tax Payment - Battlefield,municipal,Battlefield,MO,Greene,Battlefield,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Battlefield, Greene County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10825,mo-st.-charles-saint-charles-business-license,Business License Renewal - Saint Charles,municipal,Saint Charles,MO,St. Charles,Saint Charles,Business License,2025-12-31,Annual,"Annual business license renewal for Saint Charles, St. Charles County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10826,mo-st.-charles-saint-charles-property-tax,Property Tax Payment - Saint Charles,municipal,Saint Charles,MO,St. Charles,Saint Charles,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Saint Charles, St. Charles County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10827,mo-st.-charles-ofallon-business-license,Business License Renewal - O'Fallon,municipal,O'Fallon,MO,St. Charles,O'Fallon,Business License,2025-12-31,Annual,"Annual business license renewal for O'Fallon, St. Charles County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10828,mo-st.-charles-ofallon-property-tax,Property Tax Payment - O'Fallon,municipal,O'Fallon,MO,St. Charles,O'Fallon,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in O'Fallon, St. Charles County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10829,mo-st.-charles-wentzville-business-license,Business License Renewal - Wentzville,municipal,Wentzville,MO,St. Charles,Wentzville,Business License,2025-12-31,Annual,"Annual business license renewal for Wentzville, St. Charles County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10830,mo-st.-charles-wentzville-property-tax,Property Tax Payment - Wentzville,municipal,Wentzville,MO,St. Charles,Wentzville,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Wentzville, St. Charles County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10831,mo-st.-charles-lake-saint-louis-business-license,Business License Renewal - Lake Saint Louis,municipal,Lake Saint Louis,MO,St. Charles,Lake Saint Louis,Business License,2025-12-31,Annual,"Annual business license renewal for Lake Saint Louis, St. Charles County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10832,mo-st.-charles-lake-saint-louis-property-tax,Property Tax Payment - Lake Saint Louis,municipal,Lake Saint Louis,MO,St. Charles,Lake Saint Louis,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Lake Saint Louis, St. Charles County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10833,mt-yellowstone-billings-business-license,Business License Renewal - Billings,municipal,Billings,MT,Yellowstone,Billings,Business License,2025-12-31,Annual,"Annual business license renewal for Billings, Yellowstone County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10834,mt-yellowstone-billings-property-tax,Property Tax Payment - Billings,municipal,Billings,MT,Yellowstone,Billings,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Billings, Yellowstone County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10835,mt-yellowstone-laurel-business-license,Business License Renewal - Laurel,municipal,Laurel,MT,Yellowstone,Laurel,Business License,2025-12-31,Annual,"Annual business license renewal for Laurel, Yellowstone County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10836,mt-yellowstone-laurel-property-tax,Property Tax Payment - Laurel,municipal,Laurel,MT,Yellowstone,Laurel,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Laurel, Yellowstone County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10837,mt-yellowstone-lockwood-business-license,Business License Renewal - Lockwood,municipal,Lockwood,MT,Yellowstone,Lockwood,Business License,2025-12-31,Annual,"Annual business license renewal for Lockwood, Yellowstone County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10838,mt-yellowstone-lockwood-property-tax,Property Tax Payment - Lockwood,municipal,Lockwood,MT,Yellowstone,Lockwood,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Lockwood, Yellowstone County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10839,mt-yellowstone-huntley-business-license,Business License Renewal - Huntley,municipal,Huntley,MT,Yellowstone,Huntley,Business License,2025-12-31,Annual,"Annual business license renewal for Huntley, Yellowstone County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10840,mt-yellowstone-huntley-property-tax,Property Tax Payment - Huntley,municipal,Huntley,MT,Yellowstone,Huntley,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Huntley, Yellowstone County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10841,mt-missoula-missoula-business-license,Business License Renewal - Missoula,municipal,Missoula,MT,Missoula,Missoula,Business License,2025-12-31,Annual,"Annual business license renewal for Missoula, Missoula County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10842,mt-missoula-missoula-property-tax,Property Tax Payment - Missoula,municipal,Missoula,MT,Missoula,Missoula,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Missoula, Missoula County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10843,mt-missoula-lolo-business-license,Business License Renewal - Lolo,municipal,Lolo,MT,Missoula,Lolo,Business License,2025-12-31,Annual,"Annual business license renewal for Lolo, Missoula County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10844,mt-missoula-lolo-property-tax,Property Tax Payment - Lolo,municipal,Lolo,MT,Missoula,Lolo,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Lolo, Missoula County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10845,mt-missoula-frenchtown-business-license,Business License Renewal - Frenchtown,municipal,Frenchtown,MT,Missoula,Frenchtown,Business License,2025-12-31,Annual,"Annual business license renewal for Frenchtown, Missoula County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10846,mt-missoula-frenchtown-property-tax,Property Tax Payment - Frenchtown,municipal,Frenchtown,MT,Missoula,Frenchtown,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Frenchtown, Missoula County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10847,mt-missoula-seeley-lake-business-license,Business License Renewal - Seeley Lake,municipal,Seeley Lake,MT,Missoula,Seeley Lake,Business License,2025-12-31,Annual,"Annual business license renewal for Seeley Lake, Missoula County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10848,mt-missoula-seeley-lake-property-tax,Property Tax Payment - Seeley Lake,municipal,Seeley Lake,MT,Missoula,Seeley Lake,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Seeley Lake, Missoula County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10849,mt-cascade-great-falls-business-license,Business License Renewal - Great Falls,municipal,Great Falls,MT,Cascade,Great Falls,Business License,2025-12-31,Annual,"Annual business license renewal for Great Falls, Cascade County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10850,mt-cascade-great-falls-property-tax,Property Tax Payment - Great Falls,municipal,Great Falls,MT,Cascade,Great Falls,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Great Falls, Cascade County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10851,mt-cascade-belt-business-license,Business License Renewal - Belt,municipal,Belt,MT,Cascade,Belt,Business License,2025-12-31,Annual,"Annual business license renewal for Belt, Cascade County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10852,mt-cascade-belt-property-tax,Property Tax Payment - Belt,municipal,Belt,MT,Cascade,Belt,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Belt, Cascade County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10853,mt-cascade-sun-river-business-license,Business License Renewal - Sun River,municipal,Sun River,MT,Cascade,Sun River,Business License,2025-12-31,Annual,"Annual business license renewal for Sun River, Cascade County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10854,mt-cascade-sun-river-property-tax,Property Tax Payment - Sun River,municipal,Sun River,MT,Cascade,Sun River,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Sun River, Cascade County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10855,mt-cascade-vaughn-business-license,Business License Renewal - Vaughn,municipal,Vaughn,MT,Cascade,Vaughn,Business License,2025-12-31,Annual,"Annual business license renewal for Vaughn, Cascade County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10856,mt-cascade-vaughn-property-tax,Property Tax Payment - Vaughn,municipal,Vaughn,MT,Cascade,Vaughn,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Vaughn, Cascade County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10857,mt-gallatin-bozeman-business-license,Business License Renewal - Bozeman,municipal,Bozeman,MT,Gallatin,Bozeman,Business License,2025-12-31,Annual,"Annual business license renewal for Bozeman, Gallatin County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10858,mt-gallatin-bozeman-property-tax,Property Tax Payment - Bozeman,municipal,Bozeman,MT,Gallatin,Bozeman,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Bozeman, Gallatin County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10859,mt-gallatin-belgrade-business-license,Business License Renewal - Belgrade,municipal,Belgrade,MT,Gallatin,Belgrade,Business License,2025-12-31,Annual,"Annual business license renewal for Belgrade, Gallatin County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10860,mt-gallatin-belgrade-property-tax,Property Tax Payment - Belgrade,municipal,Belgrade,MT,Gallatin,Belgrade,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Belgrade, Gallatin County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10861,mt-gallatin-manhattan-business-license,Business License Renewal - Manhattan,municipal,Manhattan,MT,Gallatin,Manhattan,Business License,2025-12-31,Annual,"Annual business license renewal for Manhattan, Gallatin County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10862,mt-gallatin-manhattan-property-tax,Property Tax Payment - Manhattan,municipal,Manhattan,MT,Gallatin,Manhattan,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Manhattan, Gallatin County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10863,mt-gallatin-three-forks-business-license,Business License Renewal - Three Forks,municipal,Three Forks,MT,Gallatin,Three Forks,Business License,2025-12-31,Annual,"Annual business license renewal for Three Forks, Gallatin County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10864,mt-gallatin-three-forks-property-tax,Property Tax Payment - Three Forks,municipal,Three Forks,MT,Gallatin,Three Forks,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Three Forks, Gallatin County, MT.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10865,ne-douglas-omaha-business-license,Business License Renewal - Omaha,municipal,Omaha,NE,Douglas,Omaha,Business License,2025-12-31,Annual,"Annual business license renewal for Omaha, Douglas County, NE.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10866,ne-douglas-omaha-property-tax,Property Tax Payment - Omaha,municipal,Omaha,NE,Douglas,Omaha,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Omaha, Douglas County, NE.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10867,ne-douglas-ralston-business-license,Business License Renewal - Ralston,municipal,Ralston,NE,Douglas,Ralston,Business License,2025-12-31,Annual,"Annual business license renewal for Ralston, Douglas County, NE.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10868,ne-douglas-ralston-property-tax,Property Tax Payment - Ralston,municipal,Ralston,NE,Douglas,Ralston,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Ralston, Douglas County, NE.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10869,ne-douglas-bennington-business-license,Business License Renewal - Bennington,municipal,Bennington,NE,Douglas,Bennington,Business License,2025-12-31,Annual,"Annual business license renewal for Bennington, Douglas County, NE.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10870,ne-douglas-bennington-property-tax,Property Tax Payment - Bennington,municipal,Bennington,NE,Douglas,Bennington,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Bennington, Douglas County, NE.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10871,ne-douglas-valley-business-license,Business License Renewal - Valley,municipal,Valley,NE,Douglas,Valley,Business License,2025-12-31,Annual,"Annual business license renewal for Valley, Douglas County, NE.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10872,ne-douglas-valley-property-tax,Property Tax Payment - Valley,municipal,Valley,NE,Douglas,Valley,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Valley, Douglas County, NE.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
